net,length_um
clknet_leaf_110_clk,124.66
rd2_ex\[12\],124.6
_02972_,124.3
_04139_,124.27
_00530_,124.14
_02632_,124.08
_03764_,123.92
_02405_,123.88
_05262_,123.84
_04510_,123.68
regfile.registers\[12\]\[11\],123.58
_02998_,123.47
_00537_,123.305
regfile.registers\[23\]\[27\],123.24
_05956_,123.23
_01941_,123.02
_02518_,123
_02988_,122.9
_04270_,122.75
_05129_,122.72
_04572_,122.64
_01467_,122.42
net200,122.22
_01690_,122.02
_04447_,121.96
_04160_,121.93
_01920_,121.815
_01994_,121.78
_05245_,121.68
_04432_,121.56
rd2_ex\[25\],121.5
_02751_,121.4
_00536_,121.32
_04200_,121.16
_02503_,121.08
_05789_,120.92
_03363_,120.88
regfile.registers\[13\]\[11\],120.8
clknet_leaf_36_clk,120.8
_02352_,120.695
_02655_,120.6
clknet_leaf_119_clk,120.48
clknet_3_7_0_clk,120.47
_04540_,120.42
_05903_,120.2
_04796_,120.17
_02722_,120.1
_03122_,120.04
regfile.registers\[24\]\[2\],120.02
_01942_,119.92
_03368_,119.72
_04364_,119.62
_01676_,119.5
_01667_,119.205
_03328_,118.93
_04080_,118.86
rd2_ex\[17\],118.74
_03552_,118.64
rd2_ex\[15\],118.64
_02384_,118.5
rd2_ex\[19\],118.4
_01618_,118.36
_04328_,118.26
_05837_,118.24
_03906_,118.14
clknet_leaf_144_clk,118.1
_05826_,118.04
clknet_leaf_93_clk,117.75
_04310_,117.72
_02236_,117.64
_05871_,117.54
haz_detect.wb_reg_write,117.52
clknet_3_3_0_clk,117.32
_03111_,117.27
_02767_,117.245
clknet_leaf_32_clk,116.94
_02587_,116.78
clknet_leaf_180_clk,116.74
_03836_,116.54
_04573_,116.52
_00173_,116.445
clknet_leaf_156_clk,116.38
_03292_,116.16
clknet_3_5_0_clk,116.05
_05650_,116.02
_05286_,115.16
_03290_,115.06
regfile.registers\[22\]\[27\],115.005
_04783_,114.82
_03550_,114.52
_05225_,114.32
_02621_,114.28
_04267_,114.24
_05093_,114.14
_01655_,113.94
_03950_,113.9
_04583_,113.88
_05222_,113.8
_01673_,113.705
_03998_,113.7
haz_detect.id_rs1\[0\],113.6
rd2_ex\[23\],113.56
clknet_leaf_152_clk,113.5
_06041_,113.26
_05888_,113.18
clknet_leaf_83_clk,113.02
clknet_leaf_143_clk,113.02
rd2_ex\[22\],113
_05908_,112.78
_05732_,112.62
clknet_leaf_22_clk,112.575
_02795_,112.45
clknet_leaf_2_clk,112.38
_05849_,111.98
clknet_leaf_170_clk,111.94
_05211_,111.76
_03597_,111.68
clknet_leaf_176_clk,111.54
clknet_leaf_98_clk,111.32
_03694_,111.26
clknet_leaf_49_clk,110.86
_04255_,110.52
_03134_,110.22
_00174_,110.045
_02616_,109.98
_02650_,109.98
clknet_leaf_25_clk,109.98
_03051_,109.72
_03154_,109.68
clknet_leaf_147_clk,109.64
_06142_,109.58
_01654_,109.52
_03312_,109.44
_02864_,109.36
_02613_,109.04
_02766_,108.81
clknet_leaf_90_clk,108.74
_02887_,108.49
clknet_leaf_103_clk,108.48
clknet_leaf_140_clk,108.48
_01481_,108.18
_03891_,107.72
_03775_,107.44
rd2_ex\[31\],107.42
_05299_,107.4
_06148_,107.4
_02222_,107.34
_04286_,107.28
_03847_,107.26
_02506_,107.15
_02224_,107.08
_02543_,107.06
_05677_,107.04
_01656_,106.99
clknet_leaf_169_clk,106.84
net178,106.76
_06227_,106.64
_00172_,106.6
_02365_,106.575
rd2_ex\[30\],106.5
_06038_,106.48
_05935_,106.22
_04810_,106.12
_03732_,106.09
_02418_,105.65
_06174_,105.64
_03116_,105.54
_02332_,105.46
_03986_,105.44
_03468_,105.26
_02315_,105.24
clknet_leaf_64_clk,105.2
regfile.registers\[0\]\[25\],105.18
_04498_,105.02
clknet_leaf_16_clk,105
_03881_,104.96
pc_plus_4_ex\[26\],104.66
_03869_,104.46
_05748_,104.36
_06102_,104.36
_04434_,104.32
_00535_,104.245
_05950_,104.2
regfile.registers\[13\]\[2\],104.04
_01462_,103.905
_03281_,103.82
regfile.registers\[12\]\[22\],103.74
_02104_,103.6
clknet_leaf_95_clk,103.5
_05075_,103.48
ctrl.funct3\[0\],103.43
ctrl.funct3\[1\],103.4
_02100_,103.205
_05647_,103.12
clknet_leaf_1_clk,103.12
_01839_,103.1
_05332_,103.02
_02055_,102.8
net201,102.7
_02610_,102.66
_03792_,102.56
clknet_leaf_135_clk,102.1
pc_plus_4_ex\[2\],101.76
regfile.registers\[21\]\[27\],101.76
_02647_,101.63
clknet_leaf_125_clk,101.62
_01489_,101.585
clknet_leaf_65_clk,101.48
_02214_,101.32
net182,101.16
clknet_leaf_148_clk,101.07
_02525_,101.02
_04416_,101
clknet_leaf_164_clk,101
clknet_leaf_46_clk,100.88
regfile.registers\[13\]\[4\],100.8
_05809_,100.76
_04205_,100.44
_02474_,100.28
_01466_,100.205
_03235_,100.2
clknet_leaf_122_clk,99.96
_04094_,99.92
clknet_leaf_63_clk,99.86
_02036_,99.8
_03485_,99.76
_01678_,99.68
_02099_,99.52
_02974_,99.42
_02161_,99.28
clknet_leaf_87_clk,99.2
_05544_,99.1
_00190_,99.08
_01944_,99.06
_04440_,98.985
_02238_,98.86
_04122_,98.86
_01870_,98.75
_06224_,98.74
ctrl.funct3\[2\],98.58
_01953_,98.56
_02244_,98.48
clknet_leaf_128_clk,98.38
_02393_,98.32
_01860_,98.16
_06077_,97.86
_02866_,97.66
clknet_leaf_121_clk,97.52
_03210_,97.485
_03322_,97.44
imm_ex\[6\],97.435
clknet_leaf_17_clk,97.4
_01746_,97.27
_02263_,97.16
_05870_,97.16
_05804_,96.98
_01943_,96.96
_02456_,96.905
regfile.registers\[12\]\[2\],96.86
_02379_,96.65
_03063_,96.58
_02821_,96.54
clknet_leaf_127_clk,96.525
_05173_,96.24
clknet_leaf_41_clk,96.19
regfile.registers\[13\]\[6\],95.78
clknet_leaf_165_clk,95.6
ctrl.funct7\[3\],95.46
_02172_,95.39
_04495_,95.34
_04127_,95.28
_01985_,95.1
_06074_,95.1
clknet_leaf_174_clk,95.08
_04764_,94.92
clknet_leaf_12_clk,94.88
clknet_leaf_141_clk,94.6
_01740_,94.54
_00532_,94.46
_03052_,94.44
clknet_leaf_8_clk,94.24
clknet_leaf_72_clk,94.215
_05615_,94.1
clknet_leaf_96_clk,94.1
_03632_,94
_04454_,93.84
_03882_,93.8
_03380_,93.56
_05769_,93.46
_03579_,93.42
_03339_,93.32
clknet_leaf_159_clk,93.22
_02080_,93.14
_01675_,92.96
_05153_,92.9
_03400_,92.855
_00171_,92.78
_02383_,92.78
_04257_,92.74
_05821_,92.72
_03351_,92.62
_02225_,92.46
_02577_,92.36
regfile.registers\[13\]\[22\],92.34
clknet_leaf_84_clk,92.28
net169,92.2
_06201_,91.92
_01842_,91.725
clknet_leaf_43_clk,91.72
clknet_leaf_13_clk,91.66
_06027_,91.62
_02162_,91.615
net1298,91.58
clknet_leaf_182_clk,91.4
haz_detect.id_rs2\[4\],91.36
_05973_,91.26
clknet_leaf_123_clk,91.24
_04398_,91.12
_03216_,91.06
_02091_,91.04
_03714_,91.03
_02521_,91.02
clknet_leaf_177_clk,91.02
_05912_,91
regfile.registers\[12\]\[6\],90.96
_02833_,90.9
clknet_leaf_7_clk,90.88
_02427_,90.74
_03002_,90.66
_02411_,90.6
_02671_,90.58
clknet_leaf_39_clk,90.38
_02202_,90.16
_04252_,90.16
clknet_leaf_137_clk,90.1
_03449_,90.04
_04860_,89.9
_01547_,89.62
clknet_leaf_74_clk,89.515
_02957_,89.15
clknet_leaf_120_clk,89.12
_06092_,89.08
clknet_leaf_21_clk,89.04
_05914_,88.98
_03248_,88.96
_05087_,88.96
haz_detect.wb_rd\[3\],88.94
_03386_,88.86
clknet_leaf_19_clk,88.86
_04614_,88.82
rd2_ex\[28\],88.82
_03647_,88.68
_01663_,88.66
_03680_,88.66
_05674_,88.66
_02572_,88.64
clknet_leaf_31_clk,88.62
_02941_,88.52
_05848_,88.5
_04330_,88.4
_03326_,88.34
net184,88.265
_02574_,88.24
_04337_,88.2
_02187_,88.09
_04216_,87.88
imm_ex\[9\],87.72
_03858_,87.62
ctrl.funct7\[4\],87.32
_03094_,87.22
clknet_leaf_11_clk,87.13
clknet_leaf_51_clk,87.12
_02648_,86.94
clknet_leaf_78_clk,86.9
ctrl.opcode\[6\],86.865
_01465_,86.805
_03669_,86.66
_04068_,86.64
_02403_,86.54
_02258_,86.5
_03747_,86.38
clknet_leaf_76_clk,86.2
_03080_,86.14
_03342_,85.72
_02124_,85.45
_02624_,85.415
_04306_,85.34
_02126_,85.235
_05415_,85.2
_03889_,85.18
clknet_leaf_181_clk,85.16
clknet_leaf_47_clk,85.155
_05882_,85.14
clknet_leaf_20_clk,85.14
_06194_,85
pc_plus_4_ex\[16\],84.92
net180,84.88
clknet_leaf_149_clk,84.84
clknet_leaf_118_clk,84.5
_03786_,84.34
clknet_leaf_45_clk,84.32
clknet_leaf_162_clk,84.17
_05333_,83.96
_01612_,83.94
ctrl.opcode\[5\],83.88
_04536_,83.86
regfile.registers\[21\]\[23\],83.66
clknet_leaf_145_clk,83.48
_02354_,83.4
_04869_,83.14
_05109_,83.1
_03085_,83.04
_02173_,82.76
clknet_leaf_91_clk,82.7
_06105_,82.68
clknet_leaf_61_clk,82.6
ctrl.funct7\[6\],82.42
_02726_,82.28
_05781_,82.26
clknet_leaf_33_clk,82.235
_03256_,82.22
_03790_,82.16
_04129_,82.13
_05310_,82.02
_04463_,81.98
_05140_,81.96
_04885_,81.92
ctrl.funct7\[5\],81.88
_02659_,81.78
net1324,81.76
_05728_,81.56
_03596_,81.555
_02542_,81.44
_05802_,81.3
_03668_,81.26
_03252_,81.08
_03335_,81.06
_04525_,81.04
_05187_,81
regfile.registers\[6\]\[28\],80.79
pc_plus_4_ex\[20\],80.78
clknet_leaf_71_clk,80.62
_00406_,80.445
_02351_,80.36
net181,80.32
_00169_,80.3
_04849_,80.26
_05185_,80.16
_06087_,80.16
_05760_,80.12
clknet_leaf_29_clk,80.12
_02360_,80.08
_05744_,79.92
clknet_leaf_56_clk,79.875
_05316_,79.845
regfile.registers\[6\]\[22\],79.83
_02485_,79.74
_04289_,79.62
_01744_,79.56
_03268_,79.44
_02911_,79.42
_01614_,79.4
clknet_leaf_175_clk,79.36
_01881_,79.3
_03689_,79.23
net1360,79.2
_03020_,79.16
_02873_,79.12
clknet_leaf_66_clk,79.06
_02584_,79.04
_02871_,78.84
clknet_leaf_114_clk,78.84
_03244_,78.78
_00168_,78.76
_03181_,78.69
_05838_,78.6
_06265_,78.56
_03350_,78.42
_04543_,78.42
clknet_leaf_42_clk,78.4
_02496_,78.24
_03147_,78.24
clknet_leaf_136_clk,78.24
clknet_leaf_126_clk,78.14
_05856_,78.1
_01666_,78.02
_04410_,78.02
_01461_,77.965
_00158_,77.945
_02107_,77.94
regfile.registers\[0\]\[26\],77.9
_02681_,77.82
_02523_,77.68
_01464_,77.565
_03436_,77.54
_01669_,77.48
_00170_,77.36
clknet_leaf_50_clk,77.355
_03693_,77.08
clknet_leaf_85_clk,77.08
_03517_,77
clknet_leaf_38_clk,76.95
_04322_,76.9
_05630_,76.86
_04666_,76.8
clknet_leaf_153_clk,76.77
_01611_,76.72
rd2_ex\[20\],76.64
_04220_,76.3
clknet_leaf_34_clk,76.215
_05767_,76.14
regfile.registers\[0\]\[17\],76.14
_03158_,76.08
_03574_,76.08
_02069_,76
clknet_leaf_106_clk,76
_02145_,75.98
clknet_leaf_3_clk,75.94
_04173_,75.86
_01657_,75.8
clknet_leaf_100_clk,75.8
clknet_leaf_157_clk,75.735
clknet_leaf_104_clk,75.68
_02630_,75.6
_02977_,75.6
_02750_,75.52
_01936_,75.48
_03484_,75.42
_03884_,75.16
clknet_leaf_107_clk,75.16
_03161_,75
clknet_leaf_161_clk,75
_03184_,74.94
_02215_,74.92
_00405_,74.72
clknet_leaf_57_clk,74.61
net185,74.58
_03150_,74.54
_03033_,74.46
_02626_,74.385
_03546_,74.38
_05055_,74.38
clknet_leaf_18_clk,74.24
_02838_,74.18
clknet_leaf_6_clk,74.12
_02399_,74
clknet_leaf_15_clk,73.96
_01672_,73.94
_04359_,73.94
_02050_,73.9
haz_detect.id_rs2\[2\],73.89
_03240_,73.88
clknet_leaf_108_clk,73.86
_02343_,73.78
_03084_,73.74
_03486_,73.7
_05567_,73.68
_05936_,73.68
_01947_,73.6
_02487_,73.52
_02608_,73.52
_05851_,73.5
clknet_leaf_52_clk,73.42
_03522_,73.28
_02519_,73.22
_02589_,73.22
_02879_,73.18
_03101_,73.04
_03214_,73.04
pc_plus_4_ex\[21\],73.02
_01516_,72.94
_04575_,72.88
regfile.registers\[3\]\[25\],72.66
_02267_,72.64
_02916_,72.45
_02397_,72.42
_01889_,72.34
clknet_leaf_97_clk,72.3
haz_detect.ex_rd\[2\],72.28
_06133_,72.22
_00296_,72.08
_03239_,71.86
_04504_,71.68
_04917_,71.62
_03685_,71.6
_02051_,71.52
_06131_,71.52
_03407_,71.51
_01553_,71.495
_03653_,71.46
_04333_,71.46
_02249_,71.37
_02204_,71.24
_00248_,71.16
_02953_,71.08
_04436_,70.98
clknet_leaf_117_clk,70.9
_02246_,70.84
_02872_,70.84
_06089_,70.82
_03250_,70.74
clknet_leaf_9_clk,70.74
_00286_,70.66
_02779_,70.64
_06150_,70.64
_02500_,70.56
clknet_leaf_171_clk,70.56
_03578_,70.44
clknet_leaf_139_clk,70.42
clknet_leaf_172_clk,70.42
_04222_,70.4
_03715_,70.26
pc_plus_4_id\[24\],70.24
_03675_,70.1
clknet_leaf_26_clk,69.92
_04526_,69.9
_06234_,69.9
_03765_,69.88
_03598_,69.84
clknet_leaf_59_clk,69.815
_03167_,69.78
_01918_,69.74
_05857_,69.74
clknet_leaf_40_clk,69.72
clknet_leaf_111_clk,69.6
_02861_,69.48
_06045_,69.42
_03417_,69.38
_05624_,69.38
_04899_,69.34
_01661_,69.32
alu_unit.funct3\[1\],69.28
clknet_leaf_62_clk,69.275
_03059_,69.26
_02043_,69.22
_04125_,69.2
_00403_,69.185
_03146_,69.16
_02341_,69.08
auipc_ex,69
clknet_leaf_183_clk,69
regfile.registers\[31\]\[2\],68.96
brctrl.branch,68.9
_02514_,68.88
_04775_,68.68
_03026_,68.66
_02356_,68.61
_02194_,68.32
_06004_,68.28
_04565_,68.24
_01840_,68.12
_04616_,68.1
_03718_,68.06
_02188_,67.88
_05686_,67.82
_02408_,67.77
_04148_,67.76
clknet_leaf_24_clk,67.66
_05024_,67.64
_02705_,67.61
_02731_,67.6
clknet_leaf_79_clk,67.6
_06097_,67.56
clknet_leaf_115_clk,67.56
_02566_,67.52
clknet_leaf_4_clk,67.475
_02452_,67.44
_02290_,67.42
_05041_,67.4
_02917_,67.18
_05641_,67.16
_05339_,67.12
_05348_,67.12
_00167_,67.105
_02510_,66.99
_05636_,66.82
_05056_,66.78
clknet_leaf_14_clk,66.72
_03980_,66.64
_05796_,66.58
_03868_,66.52
_02273_,66.48
_04511_,66.46
_02837_,66.32
_04456_,66.24
_03705_,66.1
net189,66.08
_02207_,66.06
_03571_,66.04
_01900_,66.005
_01539_,65.9
_02481_,65.86
haz_detect.ex_rd\[3\],65.82
_03056_,65.77
_05538_,65.76
_02245_,65.74
_02501_,65.74
_01856_,65.72
_03272_,65.72
_02536_,65.7
alu_op_ex\[1\],65.64
clknet_leaf_124_clk,65.595
_04626_,65.56
_04157_,65.5
_03535_,65.48
alu_out_wb\[17\],65.48
clknet_leaf_179_clk,65.42
_03391_,65.375
_01546_,65.27
_04175_,65.22
clknet_leaf_69_clk,65.22
clknet_leaf_44_clk,65.16
_02037_,65
_05797_,65
_03024_,64.93
_02165_,64.89
clknet_leaf_48_clk,64.74
_03012_,64.62
_03676_,64.62
_05726_,64.605
alu_out_wb\[18\],64.58
_02295_,64.5
_02414_,64.3
_06228_,64.28
_02175_,64.12
_03452_,64.1
_06076_,63.96
regfile.registers\[0\]\[1\],63.92
_02197_,63.88
_01969_,63.84
_02774_,63.8
regfile.registers\[6\]\[23\],63.77
_02293_,63.74
_05753_,63.74
_04519_,63.7
_03233_,63.66
_03636_,63.56
_04065_,63.54
_05119_,63.48
_04184_,63.44
_01820_,63.32
regfile.registers\[3\]\[19\],63.14
regfile.registers\[6\]\[29\],63.125
_02601_,63.1
_04615_,63.08
_04485_,63.06
_02232_,62.98
_06065_,62.98
haz_detect.wb_rd\[0\],62.955
regfile.registers\[30\]\[18\],62.925
_04494_,62.92
_02878_,62.9
haz_detect.mem_rd\[1\],62.875
_02147_,62.86
clknet_leaf_101_clk,62.86
_04372_,62.84
net173,62.84
net186,62.78
_04397_,62.7
_03217_,62.66
_03297_,62.58
clknet_leaf_53_clk,62.58
_04208_,62.44
_06100_,62.4
regfile.registers\[13\]\[28\],62.34
imm_ex\[8\],62.28
_03263_,62.26
_03472_,62.14
_03582_,62.12
_03674_,62.1
_03418_,62.04
clknet_leaf_88_clk,62.04
_03356_,62
clknet_leaf_92_clk,61.86
_03065_,61.82
net1306,61.82
_02937_,61.72
_04179_,61.72
_06113_,61.72
_02818_,61.655
_03556_,61.62
_04829_,61.54
_04187_,61.46
_02323_,61.44
_03219_,61.4
clknet_leaf_155_clk,61.38
_02565_,61.26
alu_out_wb\[21\],61.26
_03639_,61.24
rd2_ex\[26\],61.22
_02039_,61.18
_02108_,61.06
_02247_,61.02
_02426_,60.96
_05121_,60.96
_05790_,60.84
_05782_,60.78
clknet_leaf_173_clk,60.78
_03584_,60.64
_02299_,60.62
_06007_,60.62
_03305_,60.52
_02935_,60.46
rd2_ex\[18\],60.42
_02373_,60.36
_03440_,60.26
_04458_,60.26
_02606_,60.24
_02901_,60.24
_01681_,60.2
_01541_,60.16
_02457_,60.14
_02268_,60.01
_04427_,59.98
imm_ex\[5\],59.84
_02924_,59.83
_03742_,59.66
_05952_,59.66
_04516_,59.62
_04604_,59.6
_03378_,59.56
_06046_,59.54
clknet_leaf_102_clk,59.54
_02251_,59.44
_02899_,59.44
alu_out_wb\[30\],59.42
_03778_,59.28
_04000_,59.18
clknet_leaf_154_clk,59.14
haz_detect.ex_rd\[1\],59.015
_04320_,59
_00213_,58.965
_02106_,58.92
clknet_leaf_77_clk,58.86
_02342_,58.85
_02853_,58.84
_03045_,58.78
_04334_,58.66
_06217_,58.66
net191,58.66
_03374_,58.62
_02178_,58.53
_03360_,58.52
_03310_,58.5
_02274_,58.48
_03498_,58.46
rd2_ex\[21\],58.44
_03618_,58.36
clknet_leaf_60_clk,58.36
_03237_,58.32
_03635_,58.22
_06221_,58.22
_03780_,58.18
rd1_ex\[5\],58.1
_03025_,57.96
_02752_,57.94
net215,57.86
_03745_,57.82
_00534_,57.8
_04566_,57.7
_04195_,57.66
_03089_,57.62
_05122_,57.52
clknet_leaf_28_clk,57.48
_02874_,57.47
_05928_,57.4
_02038_,57.34
_03507_,57.32
clknet_leaf_94_clk,57.26
_02047_,57.18
_06101_,56.94
net1343,56.94
_04462_,56.9
_03772_,56.88
_06054_,56.78
_03010_,56.725
_03023_,56.68
_03208_,56.66
_05229_,56.66
_02513_,56.62
_02394_,56.6
clknet_leaf_105_clk,56.6
_02311_,56.37
_02730_,56.36
_03573_,56.32
_04556_,56.32
alu_out_wb\[24\],56.26
clknet_leaf_55_clk,56.26
regfile.registers\[15\]\[14\],56.22
net1357,56.22
_06183_,56.2
_04217_,56.18
_02052_,56.1
_02778_,56.1
clknet_leaf_75_clk,56.1
_02291_,56.08
net1041,56.08
_02280_,56.06
_04910_,56.06
_06016_,56.06
_02255_,56.05
_02275_,55.98
_04386_,55.76
_02927_,55.72
_02198_,55.64
rd2_ex\[16\],55.62
clknet_leaf_23_clk,55.62
_03905_,55.56
_04997_,55.56
regfile.registers\[0\]\[16\],55.52
clknet_leaf_163_clk,55.5
_02459_,55.48
_05586_,55.46
_03258_,55.36
_06015_,55.24
_03259_,55.12
regfile.registers\[29\]\[18\],55.12
_01873_,55.02
_02200_,54.94
_02118_,54.92
_05972_,54.86
_06098_,54.8
alu_out_wb\[28\],54.78
_05555_,54.715
_00157_,54.705
_02511_,54.57
_02764_,54.56
_02347_,54.55
_02189_,54.5
_04581_,54.48
_06096_,54.42
regfile.registers\[3\]\[15\],54.4
regfile.registers\[3\]\[16\],54.4
_06210_,54.34
_01954_,54.26
_02044_,54.26
regfile.registers\[31\]\[18\],54.18
clknet_leaf_150_clk,54.1
clknet_leaf_133_clk,54.08
_03176_,54.06
_05069_,53.88
_03367_,53.655
_05688_,53.62
_02239_,53.58
_03028_,53.48
_05759_,53.42
clknet_leaf_166_clk,53.38
_04478_,53.34
_02154_,53.3
_05652_,53.2
_02516_,53.16
clknet_leaf_58_clk,52.92
_05642_,52.88
_05199_,52.84
net1315,52.84
_01848_,52.74
_06182_,52.64
_02367_,52.52
clknet_leaf_116_clk,52.5
_03880_,52.43
_01514_,52.365
_03230_,52.34
_02287_,52.295
_02761_,52.275
haz_detect.mem_rd\[0\],52.21
_02583_,52.18
ctrl.opcode\[3\],52.16
pc_plus_4_ex\[3\],52.09
_02544_,52.05
_06053_,52.04
_05995_,51.96
_03228_,51.9
rd2_ex\[24\],51.88
_02717_,51.855
regfile.registers\[20\]\[27\],51.81
_03455_,51.66
_04248_,51.58
_00002_,51.505
_02435_,51.48
_03427_,51.46
clknet_leaf_82_clk,51.46
_02330_,51.42
_03220_,51.32
_03733_,51.32
_00247_,51.285
_05673_,51.28
pc_plus_4_ex\[31\],51.22
_04518_,51.16
_05985_,51.16
clknet_leaf_178_clk,51.16
_04443_,51.14
regfile.registers\[8\]\[25\],51.1
_02317_,51.06
regfile.registers\[0\]\[27\],51
_06166_,50.96
net1375,50.96
_02623_,50.94
_06109_,50.92
_03092_,50.91
_03190_,50.9
_02190_,50.88
regfile.registers\[14\]\[14\],50.785
_01613_,50.76
_02402_,50.7
_03434_,50.7
haz_detect.mem_rd\[2\],50.7
clknet_leaf_158_clk,50.7
_05067_,50.66
pc_plus_4_ex\[25\],50.6
_02580_,50.51
_02956_,50.34
_05949_,50.24
_05409_,50.22
_01955_,50.1
_06066_,50.1
_02226_,50.04
regfile.registers\[6\]\[0\],49.955
_02962_,49.92
_03088_,49.87
clknet_leaf_67_clk,49.86
_05915_,49.78
_05740_,49.62
_04150_,49.54
_01908_,49.5
_02670_,49.495
_04163_,49.48
regfile.registers\[17\]\[5\],49.48
clknet_leaf_167_clk,49.48
_01939_,49.445
_02453_,49.42
_04978_,49.42
clknet_leaf_160_clk,49.42
net1348,49.22
_02701_,49.12
_03670_,49.12
_04050_,49.08
regfile.registers\[3\]\[27\],49
_04461_,48.98
_02318_,48.96
_03700_,48.96
_03643_,48.935
_02371_,48.9
_04831_,48.9
_06085_,48.86
_03467_,48.82
_01948_,48.795
net204,48.78
_03615_,48.76
clknet_leaf_68_clk,48.72
_03408_,48.7
_03588_,48.695
_06040_,48.62
_02794_,48.6
_01957_,48.38
_04534_,48.3
_04086_,48.28
_03043_,48.18
pc_plus_4_ex\[14\],48.18
_00412_,48.165
_02391_,48.16
_06073_,48.02
_01724_,47.98
_00175_,47.94
clknet_leaf_151_clk,47.9
_02933_,47.88
haz_detect.id_rs1\[2\],47.88
_05320_,47.82
_02844_,47.8
_04202_,47.8
_02179_,47.78
regfile.registers\[2\]\[18\],47.77
_02591_,47.74
_06226_,47.74
ctrl.opcode\[0\],47.655
_04960_,47.61
_02231_,47.6
_06170_,47.56
net199,47.56
_00531_,47.5
_03193_,47.5
_02156_,47.4
_02048_,47.34
_03163_,47.34
_04335_,47.32
net1364,47.32
regfile.registers\[3\]\[13\],47.28
clknet_leaf_27_clk,47.22
_03601_,47.135
_02413_,47.1
_03476_,47.08
_05951_,47.08
_02386_,47.04
_05373_,47.02
_04165_,46.98
ctrl.opcode\[1\],46.98
_02181_,46.96
_05919_,46.94
clknet_leaf_112_clk,46.9
_02504_,46.88
_04100_,46.88
_02545_,46.84
_05940_,46.84
clknet_leaf_132_clk,46.84
_05904_,46.74
_04400_,46.72
_05022_,46.62
_02372_,46.58
_02550_,46.5
_03053_,46.45
_05204_,46.38
rd2_ex\[27\],46.22
_03308_,46.16
_04975_,46.1
_03603_,46.06
_00312_,46.04
_05831_,46.02
clknet_leaf_5_clk,46
ctrl.opcode\[2\],45.96
_02288_,45.9
_03337_,45.9
_01825_,45.86
_04350_,45.86
_04417_,45.86
_04109_,45.84
clknet_leaf_86_clk,45.84
_02325_,45.78
_02412_,45.72
_04496_,45.72
_01709_,45.7
_02828_,45.68
_04009_,45.68
_05814_,45.66
_06220_,45.64
_03650_,45.63
_03684_,45.62
_04476_,45.54
_02282_,45.52
_05775_,45.5
regfile.registers\[0\]\[2\],45.48
_04553_,45.42
clknet_leaf_168_clk,45.42
_02176_,45.4
_03057_,45.39
_03392_,45.38
regfile.registers\[3\]\[10\],45.38
regfile.registers\[13\]\[16\],45.3
_02193_,45.26
_00227_,45.245
_03238_,45.24
_06129_,45.22
regfile.registers\[0\]\[29\],45.215
_02713_,45.18
_03590_,45.12
_06135_,45.12
_03516_,45.1
net1373,45.1
_03754_,44.92
_02463_,44.88
_04544_,44.88
_05037_,44.82
_05958_,44.76
_04475_,44.74
_05698_,44.7
_04130_,44.68
_01523_,44.66
_03162_,44.46
_04092_,44.46
_04559_,44.46
pc_plus_4_ex\[24\],44.18
haz_detect.mem_rd\[4\],44.16
regfile.registers\[3\]\[28\],44.14
clknet_leaf_37_clk,44.04
alu_out_wb\[25\],44
_02031_,43.92
_02340_,43.86
_03760_,43.86
_06177_,43.86
regfile.registers\[12\]\[16\],43.72
_06198_,43.68
regfile.registers\[31\]\[14\],43.56
_06179_,43.54
_04675_,43.48
_03336_,43.46
_01568_,43.45
_04182_,43.44
_02191_,43.43
_04981_,43.42
_03340_,43.4
_01829_,43.34
_02951_,43.3
clknet_leaf_10_clk,43.18
regfile.registers\[31\]\[1\],43.16
_03199_,43.12
_05251_,43.04
_04925_,43
_06205_,42.98
_06158_,42.96
_03691_,42.94
_06119_,42.92
_04887_,42.9
_02571_,42.88
_02465_,42.87
_04448_,42.86
net202,42.85
_04107_,42.82
_03770_,42.8
_04137_,42.66
_01712_,42.64
regfile.registers\[7\]\[11\],42.62
_03577_,42.56
_02851_,42.36
_05099_,42.32
_02904_,42.28
_06093_,42.28
regfile.registers\[23\]\[25\],42.27
_02494_,42.26
regfile.registers\[28\]\[15\],42.26
_03457_,42.16
_04302_,42.16
_04211_,42.08
_04259_,42.08
_04941_,42.06
alu_out_wb\[29\],42.06
_02030_,42
_03692_,41.96
_04170_,41.96
_06187_,41.94
regfile.registers\[15\]\[28\],41.94
_03196_,41.9
_05213_,41.9
regfile.registers\[6\]\[2\],41.895
_02228_,41.88
_03128_,41.86
_02559_,41.85
_03153_,41.82
_03291_,41.72
_04994_,41.72
_04995_,41.72
_02902_,41.68
_03751_,41.655
_04489_,41.6
_02827_,41.58
_04908_,41.58
_02859_,41.535
_02925_,41.51
_03169_,41.48
_03446_,41.42
_03249_,41.34
_04568_,41.24
_06128_,41.2
_02205_,41.12
_02729_,41.12
_03293_,41.12
_05321_,41.12
_03614_,41.08
_01850_,41.03
_05033_,40.98
_03388_,40.96
ctrl.funct7\[0\],40.96
_03502_,40.94
_03132_,40.92
_03062_,40.88
regfile.registers\[23\]\[26\],40.88
_05895_,40.84
regfile.registers\[28\]\[24\],40.82
_01718_,40.8
regfile.registers\[3\]\[24\],40.8
_06107_,40.78
regfile.registers\[13\]\[19\],40.78
_02579_,40.77
_03533_,40.7
_06125_,40.7
_01827_,40.66
_02128_,40.61
_02409_,40.58
_04271_,40.58
_03242_,40.54
_03379_,40.52
_02242_,40.5
_03097_,40.5
