net,length_um
_02312_,40.48
_03172_,40.42
_03066_,40.4
_04441_,40.4
regfile.registers\[23\]\[18\],40.38
regfile.registers\[11\]\[15\],40.36
_02950_,40.34
_04769_,40.22
_02376_,40.2
_03717_,40.16
regfile.registers\[28\]\[2\],40.12
_04140_,40.08
_02868_,40.04
_03387_,39.96
_03441_,39.96
regfile.registers\[27\]\[14\],39.89
_01684_,39.86
_02144_,39.82
_05974_,39.82
_02588_,39.795
_03409_,39.74
_03720_,39.74
_04104_,39.7
_04506_,39.62
_02971_,39.54
_01959_,39.52
_03771_,39.52
_03124_,39.5
_04097_,39.48
_03663_,39.44
_03404_,39.4
regfile.registers\[16\]\[20\],39.4
clknet_leaf_129_clk,39.4
_03762_,39.36
regfile.registers\[19\]\[25\],39.32
_02229_,39.27
_05162_,39.24
regfile.registers\[28\]\[23\],39.22
_04340_,39.18
_01728_,39.16
_03096_,39.02
regfile.registers\[3\]\[2\],38.98
_03439_,38.9
regfile.registers\[9\]\[25\],38.9
_02302_,38.78
regfile.registers\[12\]\[15\],38.76
_02395_,38.74
_02359_,38.72
_04460_,38.68
_02240_,38.62
_03285_,38.54
_04870_,38.52
alu_op_ex\[2\],38.48
_04075_,38.44
_03126_,38.32
_06086_,38.32
regfile.registers\[3\]\[18\],38.32
_03000_,38.3
_02484_,38.26
_04493_,38.22
regfile.registers\[3\]\[1\],38.22
regfile.registers\[28\]\[3\],38.2
_04206_,38.18
_05005_,38.18
_02095_,38.16
_03352_,38.16
_04444_,38.16
_05815_,38.14
_02476_,38.1
regfile.registers\[12\]\[28\],38.06
_01715_,38.02
_04345_,38
_03699_,37.98
net188,37.905
_00314_,37.88
regfile.registers\[26\]\[0\],37.88
_01526_,37.84
_03267_,37.82
_02271_,37.76
_03662_,37.7
haz_detect.ex_rd\[0\],37.68
_03118_,37.62
_03191_,37.62
_03396_,37.62
haz_detect.ex_rd\[4\],37.62
_02819_,37.54
net1355,37.52
_03630_,37.46
_02893_,37.44
_04413_,37.44
regfile.registers\[11\]\[6\],37.42
_02770_,37.4
regfile.registers\[6\]\[8\],37.37
_02995_,37.36
_03599_,37.36
_04888_,37.34
_03299_,37.32
_02199_,37.3
_02237_,37.28
_04214_,37.26
_03090_,37.24
_01853_,37.14
_01878_,37.1
_03604_,37.1
_06196_,36.98
_04403_,36.96
_02192_,36.92
net751,36.8
_02554_,36.79
haz_detect.id_rs1\[3\],36.78
_05971_,36.74
_03438_,36.72
_03037_,36.68
_05771_,36.66
net308,36.64
_03698_,36.6
_00742_,36.565
_04513_,36.52
_03727_,36.48
_03677_,36.46
regfile.registers\[29\]\[7\],36.46
_03724_,36.44
clknet_leaf_35_clk,36.44
regfile.registers\[22\]\[18\],36.385
net1316,36.38
_02301_,36.36
_01893_,36.32
regfile.registers\[28\]\[1\],36.32
_02233_,36.255
_04890_,36.06
_03317_,36
_03211_,35.98
_04198_,35.88
_04977_,35.84
_05131_,35.8
_02368_,35.77
_04190_,35.76
_02505_,35.68
_02552_,35.6
regfile.registers\[10\]\[15\],35.59
regfile.registers\[17\]\[7\],35.56
_02284_,35.48
regfile.registers\[18\]\[25\],35.46
_03223_,35.38
_05561_,35.38
_03082_,35.34
_06195_,35.34
_03113_,35.325
pc_plus_4_ex\[15\],35.3
net227,35.3
_03541_,35.28
_05323_,35.28
net197,35.28
_04521_,35.24
_06001_,35.22
_01895_,35.18
_06022_,35.18
_05016_,35.14
_02475_,35.1
_02423_,35.08
_02852_,35.02
regfile.registers\[14\]\[28\],35.005
_04943_,34.98
_00528_,34.96
mem_width_mem\[1\],34.94
_02221_,34.92
_02462_,34.92
_04903_,34.9
_02410_,34.86
_02637_,34.8
_05766_,34.76
_01888_,34.72
_03243_,34.72
_04382_,34.72
regfile.registers\[6\]\[20\],34.71
_03746_,34.68
_04287_,34.68
regfile.registers\[15\]\[15\],34.68
regfile.registers\[19\]\[5\],34.68
_04472_,34.66
regfile.registers\[29\]\[17\],34.62
_06151_,34.6
_02905_,34.58
regfile.registers\[0\]\[24\],34.58
_03641_,34.52
_02558_,34.48
_06251_,34.46
regfile.registers\[27\]\[19\],34.44
_01911_,34.4
regfile.registers\[28\]\[22\],34.36
_05392_,34.3
_06152_,34.3
_03108_,34.27
regfile.registers\[18\]\[22\],34.27
_02573_,34.26
_05247_,34.26
_04937_,34.23
_06103_,34.22
_05942_,34.18
regfile.registers\[29\]\[15\],34.14
regfile.registers\[10\]\[31\],34.11
_05046_,34.08
_01483_,34.06
regfile.registers\[18\]\[17\],34.025
regfile.registers\[31\]\[30\],34.02
_01843_,33.98
regfile.registers\[29\]\[1\],33.96
_02370_,33.92
_06112_,33.92
_01835_,33.89
_02053_,33.88
_02664_,33.85
_05080_,33.84
regfile.registers\[17\]\[23\],33.84
_04983_,33.82
_00313_,33.8
_05876_,33.8
_04891_,33.76
_05106_,33.76
_01968_,33.7
_03629_,33.62
_04317_,33.62
regfile.registers\[0\]\[11\],33.62
_04373_,33.58
_02581_,33.56
haz_detect.mem_rd\[3\],33.56
_02867_,33.52
regfile.registers\[0\]\[13\],33.48
_04254_,33.46
_02310_,33.42
_01823_,33.4
_02022_,33.38
regfile.registers\[1\]\[2\],33.38
_04218_,33.36
net196,33.3
_01700_,33.28
_05841_,33.28
_02345_,33.21
_05873_,33.12
regfile.registers\[25\]\[15\],33.04
_06203_,33
regfile.registers\[12\]\[7\],32.94
_02361_,32.9
_04517_,32.9
regfile.registers\[31\]\[10\],32.86
_01490_,32.84
regfile.registers\[21\]\[5\],32.76
_04430_,32.74
_05745_,32.74
regfile.registers\[15\]\[29\],32.72
_01567_,32.71
_04312_,32.7
_04502_,32.66
_00298_,32.62
_02117_,32.62
_03142_,32.54
_05900_,32.54
_02407_,32.52
regfile.registers\[19\]\[13\],32.46
_03225_,32.36
_02230_,32.34
_02886_,32.34
_03769_,32.32
regfile.registers\[4\]\[10\],32.3
regfile.registers\[22\]\[25\],32.295
_02206_,32.26
_02954_,32.255
regfile.registers\[11\]\[18\],32.2
regfile.registers\[22\]\[5\],32.2
_02895_,32.18
_04098_,32.16
_03649_,32.14
net214,32.14
regfile.registers\[3\]\[21\],32.13
_02428_,32.12
_04929_,32.12
regfile.registers\[26\]\[21\],32.055
_02946_,31.96
_03395_,31.96
immgen.instruction\[11\],31.96
regfile.registers\[23\]\[10\],31.92
_01831_,31.78
_03155_,31.76
_03583_,31.76
_02700_,31.7
regfile.registers\[13\]\[10\],31.7
regfile.registers\[29\]\[26\],31.68
_05994_,31.66
net192,31.64
regfile.registers\[6\]\[7\],31.63
_05910_,31.62
regfile.registers\[30\]\[14\],31.615
_03463_,31.6
_03503_,31.58
_04589_,31.5
regfile.registers\[28\]\[4\],31.5
_02599_,31.495
_02272_,31.48
regfile.registers\[27\]\[7\],31.44
_03453_,31.3
_01513_,31.28
regfile.registers\[30\]\[2\],31.27
_02576_,31.24
regfile.registers\[3\]\[3\],31.24
_02470_,31.2
_03667_,31.2
_05649_,31.2
_03725_,31.18
_02537_,31.14
_06244_,31.12
_03640_,31.1
_02262_,31.08
_03542_,31.02
regfile.registers\[17\]\[25\],31
_05991_,30.96
regfile.registers\[15\]\[20\],30.96
regfile.registers\[27\]\[17\],30.96
_03306_,30.95
regfile.registers\[3\]\[29\],30.92
regfile.registers\[10\]\[13\],30.87
_03164_,30.86
_03015_,30.82
_05163_,30.795
regfile.registers\[14\]\[20\],30.79
regfile.registers\[18\]\[7\],30.73
_06005_,30.7
_02333_,30.66
_03313_,30.6
_02979_,30.56
_03736_,30.56
regfile.registers\[16\]\[15\],30.56
_05872_,30.54
_02146_,30.52
_03739_,30.52
_04420_,30.52
_03532_,30.5
_04353_,30.48
_03557_,30.44
pc_plus_4_ex\[13\],30.44
_04365_,30.42
_05236_,30.42
_05275_,30.4
regfile.registers\[8\]\[31\],30.34
regfile.registers\[30\]\[30\],30.31
regfile.registers\[10\]\[1\],30.305
_02170_,30.3
_05052_,30.3
regfile.registers\[0\]\[9\],30.3
_01923_,30.28
_04273_,30.28
_01967_,30.24
_03287_,30.24
regfile.registers\[1\]\[21\],30.24
_02892_,30.18
_00166_,30.16
_04357_,30.16
_06146_,30.14
_05209_,30.12
regfile.registers\[26\]\[26\],30.095
alu_out_wb\[20\],30.08
regfile.registers\[27\]\[9\],30.08
_02307_,30.04
_04801_,30.04
regfile.registers\[29\]\[13\],30.02
_03464_,30
_05784_,29.86
regfile.registers\[13\]\[29\],29.84
_05111_,29.82
regfile.registers\[12\]\[19\],29.82
regfile.registers\[4\]\[24\],29.8
regfile.registers\[0\]\[0\],29.78
regfile.registers\[9\]\[23\],29.78
regfile.registers\[0\]\[15\],29.68
_02517_,29.66
regfile.registers\[14\]\[25\],29.615
regfile.registers\[29\]\[23\],29.6
regfile.registers\[8\]\[28\],29.57
regfile.registers\[31\]\[13\],29.54
_04939_,29.52
regfile.registers\[29\]\[16\],29.52
_02049_,29.5
_05693_,29.48
regfile.registers\[2\]\[16\],29.475
_03055_,29.44
regfile.registers\[5\]\[26\],29.42
_05077_,29.395
_04290_,29.36
regfile.registers\[3\]\[4\],29.36
_05590_,29.34
regfile.registers\[24\]\[15\],29.34
_03672_,29.32
net263,29.32
net1231,29.295
_03570_,29.26
regfile.registers\[7\]\[17\],29.26
_03744_,29.24
net1371,29.24
_02478_,29.14
_04354_,29.12
_05193_,29.12
regfile.registers\[27\]\[24\],29.12
clknet_leaf_99_clk,29.08
_05047_,29.06
_05238_,29.045
regfile.registers\[29\]\[21\],29.04
_04331_,29.02
regfile.registers\[11\]\[16\],29.02
_02460_,29.015
_01515_,29
_02269_,29
_02182_,28.965
_02628_,28.96
regfile.registers\[3\]\[5\],28.95
_04339_,28.94
_05030_,28.9
_02186_,28.88
_06029_,28.86
haz_detect.id_rs2\[1\],28.82
_03548_,28.8
_04204_,28.8
_06042_,28.8
regfile.registers\[10\]\[6\],28.79
regfile.registers\[26\]\[23\],28.725
_05232_,28.68
ctrl.funct7\[1\],28.68
regfile.registers\[3\]\[6\],28.64
regfile.registers\[27\]\[29\],28.6
_03135_,28.58
regfile.registers\[27\]\[10\],28.58
_02922_,28.56
_04393_,28.52
_05198_,28.52
regfile.registers\[7\]\[25\],28.52
regfile.registers\[18\]\[13\],28.51
_02444_,28.44
_05136_,28.44
_05327_,28.42
regfile.registers\[0\]\[10\],28.38
regfile.registers\[8\]\[18\],28.38
_03490_,28.36
_03657_,28.32
_02434_,28.29
regfile.registers\[29\]\[31\],28.22
_02184_,28.2
_02350_,28.2
regfile.registers\[17\]\[2\],28.2
_04464_,28.18
_03420_,28.14
_05029_,28.12
_04111_,28.07
_04934_,28.06
regfile.registers\[28\]\[26\],28.06
regfile.registers\[22\]\[26\],28.015
_05662_,28
regfile.registers\[21\]\[2\],27.96
regfile.registers\[27\]\[16\],27.95
_00165_,27.945
_02374_,27.92
_05855_,27.92
regfile.registers\[11\]\[22\],27.92
regfile.registers\[30\]\[12\],27.9
regfile.registers\[8\]\[17\],27.88
net183,27.875
regfile.registers\[10\]\[22\],27.85
regfile.registers\[9\]\[18\],27.84
_03422_,27.82
regfile.registers\[23\]\[29\],27.81
_03031_,27.8
regfile.registers\[29\]\[10\],27.8
regfile.registers\[18\]\[23\],27.77
regfile.registers\[29\]\[14\],27.76
regfile.registers\[5\]\[15\],27.74
regfile.registers\[4\]\[9\],27.72
_03723_,27.7
_05157_,27.7
regfile.registers\[3\]\[20\],27.7
net208,27.68
regfile.registers\[6\]\[10\],27.675
_02663_,27.6
_02822_,27.6
regfile.registers\[22\]\[29\],27.575
regfile.registers\[14\]\[15\],27.565
_04186_,27.56
_02439_,27.48
_04395_,27.48
regfile.registers\[9\]\[5\],27.48
_02440_,27.46
_05725_,27.44
_01536_,27.42
_05137_,27.42
regfile.registers\[29\]\[30\],27.42
_03130_,27.37
_03462_,27.36
regfile.registers\[5\]\[16\],27.36
regfile.registers\[12\]\[29\],27.34
regfile.registers\[5\]\[9\],27.3
regfile.registers\[15\]\[0\],27.28
regfile.registers\[12\]\[0\],27.26
regfile.registers\[27\]\[22\],27.26
_04019_,27.25
regfile.registers\[6\]\[17\],27.25
regfile.registers\[20\]\[2\],27.24
regfile.registers\[30\]\[31\],27.24
_01540_,27.2
regfile.registers\[4\]\[15\],27.2
regfile.registers\[2\]\[2\],27.16
immgen.instruction\[8\],27.14
_03415_,27.1
regfile.registers\[18\]\[3\],27.07
_05138_,27.06
regfile.registers\[10\]\[11\],27.055
regfile.registers\[5\]\[29\],26.98
net1321,26.98
_03444_,26.94
_05208_,26.94
regfile.registers\[8\]\[27\],26.94
_05241_,26.92
_02712_,26.915
_05370_,26.9
regfile.registers\[29\]\[12\],26.88
_02304_,26.86
_03357_,26.86
_05795_,26.86
regfile.registers\[24\]\[17\],26.8
_03277_,26.78
_05788_,26.78
regfile.registers\[1\]\[5\],26.78
regfile.registers\[21\]\[15\],26.77
regfile.registers\[15\]\[24\],26.76
regfile.registers\[7\]\[10\],26.74
regfile.registers\[5\]\[11\],26.72
_03701_,26.7
_04105_,26.7
regfile.registers\[5\]\[31\],26.7
regfile.registers\[6\]\[1\],26.7
_02375_,26.68
_04503_,26.68
regfile.registers\[16\]\[16\],26.68
regfile.registers\[8\]\[14\],26.68
_04571_,26.66
regfile.registers\[18\]\[28\],26.66
regfile.registers\[29\]\[25\],26.66
_03007_,26.6
regfile.registers\[27\]\[23\],26.58
_03740_,26.56
_05038_,26.56
regfile.registers\[8\]\[11\],26.54
_01518_,26.52
_03278_,26.52
_03428_,26.52
_03716_,26.52
regfile.registers\[12\]\[24\],26.42
_03607_,26.4
regfile.registers\[16\]\[8\],26.4
regfile.registers\[14\]\[6\],26.385
regfile.registers\[4\]\[11\],26.32
_02220_,26.28
regfile.registers\[10\]\[21\],26.275
_05127_,26.26
regfile.registers\[0\]\[22\],26.22
regfile.registers\[23\]\[30\],26.2
regfile.registers\[10\]\[18\],26.195
_02378_,26.19
regfile.registers\[4\]\[31\],26.18
regfile.registers\[5\]\[22\],26.18
_06140_,26.16
regfile.registers\[30\]\[17\],26.145
_02760_,26.14
_03042_,26.12
regfile.registers\[5\]\[7\],26.12
regfile.registers\[6\]\[11\],26.11
_05090_,26.09
regfile.registers\[13\]\[17\],26.08
regfile.registers\[9\]\[26\],26.08
regfile.registers\[10\]\[16\],26.07
regfile.registers\[19\]\[27\],26.07
_05683_,26.06
regfile.registers\[14\]\[7\],26.06
regfile.registers\[16\]\[12\],26.04
regfile.registers\[8\]\[0\],26.02
_04945_,25.98
regfile.registers\[6\]\[19\],25.98
net213,25.98
_02497_,25.96
regfile.registers\[5\]\[23\],25.92
regfile.registers\[11\]\[21\],25.915
_05850_,25.9
imm_ex\[7\],25.84
regfile.registers\[16\]\[30\],25.82
regfile.registers\[9\]\[29\],25.8
regfile.registers\[5\]\[6\],25.78
_02768_,25.76
_03757_,25.74
regfile.registers\[19\]\[7\],25.7
_00311_,25.68
_02469_,25.68
_02331_,25.64
_03534_,25.64
regfile.registers\[17\]\[9\],25.64
regfile.registers\[29\]\[0\],25.64
_02319_,25.62
_02421_,25.62
regfile.registers\[20\]\[29\],25.56
_04999_,25.55
_03688_,25.54
regfile.registers\[15\]\[25\],25.54
regfile.registers\[7\]\[1\],25.52
net1258,25.52
regfile.registers\[21\]\[17\],25.5
_03620_,25.46
_05000_,25.46
regfile.registers\[17\]\[16\],25.46
_05342_,25.44
regfile.registers\[3\]\[26\],25.44
regfile.registers\[7\]\[22\],25.44
net190,25.44
regfile.registers\[9\]\[27\],25.42
_05244_,25.41
regfile.registers\[6\]\[26\],25.39
regfile.registers\[5\]\[28\],25.38
net172,25.38
_01872_,25.36
_02880_,25.36
regfile.registers\[23\]\[5\],25.36
regfile.registers\[2\]\[23\],25.355
_02836_,25.34
_05143_,25.34
regfile.registers\[19\]\[28\],25.26
_02328_,25.24
_03361_,25.24
_04780_,25.2
regfile.registers\[28\]\[10\],25.2
regfile.registers\[18\]\[20\],25.195
_02622_,25.18
_02869_,25.18
_02985_,25.18
regfile.registers\[26\]\[9\],25.16
regfile.registers\[12\]\[31\],25.13
_03752_,25.12
regfile.registers\[5\]\[1\],25.12
_03073_,25.08
_02429_,25.06
_05786_,25.04
regfile.registers\[1\]\[31\],25.02
regfile.registers\[19\]\[9\],25
regfile.registers\[27\]\[26\],25
_02847_,24.98
regfile.registers\[1\]\[20\],24.98
_01854_,24.96
_03425_,24.955
_03788_,24.94
_03221_,24.92
regfile.registers\[1\]\[22\],24.92
_02934_,24.9
_03513_,24.9
regfile.registers\[17\]\[17\],24.9
_03381_,24.88
regfile.registers\[23\]\[24\],24.88
regfile.registers\[7\]\[9\],24.88
regfile.registers\[22\]\[23\],24.85
_02468_,24.82
regfile.registers\[11\]\[30\],24.78
_02549_,24.775
regfile.registers\[25\]\[8\],24.76
net1256,24.76
regfile.registers\[14\]\[3\],24.73
regfile.registers\[30\]\[9\],24.73
_01863_,24.72
_02183_,24.72
_04006_,24.72
_04862_,24.72
regfile.registers\[23\]\[17\],24.72
regfile.registers\[24\]\[16\],24.72
regfile.registers\[11\]\[13\],24.68
regfile.registers\[8\]\[30\],24.64
regfile.registers\[6\]\[21\],24.61
_02363_,24.6
_02564_,24.6
_04795_,24.58
regfile.registers\[27\]\[13\],24.58
regfile.registers\[12\]\[5\],24.56
regfile.registers\[29\]\[5\],24.56
regfile.registers\[12\]\[21\],24.54
regfile.registers\[18\]\[5\],24.535
regfile.registers\[22\]\[19\],24.53
_05263_,24.52
regfile.registers\[17\]\[1\],24.52
_01154_,24.505
_02135_,24.5
_04551_,24.48
_05763_,24.48
_04323_,24.46
_02445_,24.44
_00354_,24.425
_02157_,24.4
_00308_,24.38
alu_unit.funct3\[0\],24.38
regfile.registers\[9\]\[28\],24.34
regfile.registers\[15\]\[9\],24.33
_03333_,24.3
_06184_,24.26
_02396_,24.24
regfile.registers\[4\]\[7\],24.24
regfile.registers\[30\]\[15\],24.195
_03018_,24.18
regfile.registers\[31\]\[27\],24.14
regfile.registers\[22\]\[14\],24.11
_05039_,24.1
regfile.registers\[31\]\[12\],24.1
_04867_,24.08
ctrl.funct7\[2\],24.04
regfile.registers\[22\]\[28\],24.03
_05207_,24.02
regfile.registers\[22\]\[17\],24.01
regfile.registers\[21\]\[4\],24
_03067_,23.98
regfile.registers\[12\]\[4\],23.98
_03756_,23.97
_03551_,23.96
_04226_,23.96
_04500_,23.96
_06266_,23.96
regfile.registers\[11\]\[11\],23.96
regfile.registers\[5\]\[25\],23.92
_03049_,23.91
regfile.registers\[3\]\[14\],23.9
_02401_,23.88
_04183_,23.88
regfile.registers\[23\]\[23\],23.86
regfile.registers\[3\]\[30\],23.84
regfile.registers\[0\]\[4\],23.82
regfile.registers\[9\]\[9\],23.82
_02369_,23.8
regfile.registers\[20\]\[17\],23.8
net212,23.8
regfile.registers\[26\]\[22\],23.785
_05355_,23.78
regfile.registers\[11\]\[1\],23.78
regfile.registers\[8\]\[12\],23.78
_02283_,23.76
_02455_,23.76
regfile.registers\[12\]\[10\],23.76
_00176_,23.735
_03710_,23.72
regfile.registers\[3\]\[11\],23.72
regfile.registers\[21\]\[3\],23.7
clknet_leaf_81_clk,23.68
_02073_,23.66
_04771_,23.66
regfile.registers\[19\]\[8\],23.64
_04120_,23.62
regfile.registers\[9\]\[11\],23.62
regfile.registers\[22\]\[15\],23.605
haz_detect.id_rs1\[4\],23.6
regfile.registers\[24\]\[12\],23.6
_04377_,23.58
_04451_,23.58
_03611_,23.56
_04087_,23.56
_05843_,23.54
regfile.registers\[9\]\[13\],23.54
regfile.registers\[10\]\[5\],23.535
_05215_,23.51
regfile.registers\[2\]\[19\],23.51
_03107_,23.5
_01830_,23.48
regfile.registers\[25\]\[9\],23.48
_05104_,23.46
regfile.registers\[21\]\[1\],23.46
regfile.registers\[24\]\[14\],23.46
regfile.registers\[22\]\[7\],23.45
_01575_,23.44
_03370_,23.44
_05547_,23.44
regfile.registers\[23\]\[12\],23.44
regfile.registers\[0\]\[19\],23.42
_04033_,23.38
regfile.registers\[17\]\[0\],23.38
regfile.registers\[17\]\[18\],23.38
_04235_,23.36
regfile.registers\[16\]\[1\],23.34
regfile.registers\[10\]\[30\],23.335
_02725_,23.3
_03696_,23.3
net1378,23.3
regfile.registers\[18\]\[16\],23.29
regfile.registers\[10\]\[24\],23.27
_03148_,23.26
_04196_,23.26
_06235_,23.26
regfile.registers\[11\]\[26\],23.24
_02212_,23.235
regfile.registers\[19\]\[2\],23.23
_05132_,23.22
_03493_,23.2
_05634_,23.2
regfile.registers\[16\]\[0\],23.2
regfile.registers\[26\]\[25\],23.19
regfile.registers\[6\]\[16\],23.185
regfile.registers\[19\]\[14\],23.18
regfile.registers\[27\]\[8\],23.17
_02209_,23.16
_03390_,23.16
regfile.registers\[19\]\[24\],23.16
regfile.registers\[8\]\[20\],23.14
_02741_,23.12
_03399_,23.12
regfile.registers\[12\]\[1\],23.12
regfile.registers\[24\]\[13\],23.12
regfile.registers\[4\]\[26\],23.1
_01504_,23.08
_02097_,23.07
regfile.registers\[17\]\[14\],23.07
regfile.registers\[24\]\[30\],23.07
_01815_,23.06
regfile.registers\[20\]\[30\],23.06
regfile.registers\[18\]\[24\],23.05
_06124_,23.04
regfile.registers\[28\]\[12\],23.04
_06159_,23.02
regfile.registers\[31\]\[19\],23
_05076_,22.99
_04779_,22.98
regfile.registers\[22\]\[8\],22.95
regfile.registers\[14\]\[19\],22.945
_05902_,22.94
regfile.registers\[17\]\[13\],22.92
regfile.registers\[31\]\[31\],22.92
regfile.registers\[4\]\[2\],22.92
regfile.registers\[4\]\[1\],22.88
regfile.registers\[0\]\[3\],22.86
regfile.registers\[2\]\[25\],22.86
_01491_,22.84
_01892_,22.84
_04404_,22.84
_02167_,22.8
_03646_,22.8
_04872_,22.8
regfile.registers\[19\]\[19\],22.8
_03279_,22.78
_05158_,22.78
regfile.registers\[17\]\[4\],22.78
regfile.registers\[1\]\[19\],22.76
_02235_,22.74
_02458_,22.74
_04131_,22.74
_05013_,22.74
_02656_,22.7
_05044_,22.7
regfile.registers\[11\]\[5\],22.7
regfile.registers\[28\]\[17\],22.68
regfile.registers\[8\]\[10\],22.68
regfile.registers\[14\]\[29\],22.665
regfile.registers\[27\]\[12\],22.66
regfile.registers\[12\]\[23\],22.64
regfile.registers\[14\]\[23\],22.615
_03227_,22.6
regfile.registers\[6\]\[9\],22.595
regfile.registers\[6\]\[5\],22.55
_02105_,22.54
_02309_,22.54
regfile.registers\[11\]\[24\],22.54
regfile.registers\[13\]\[9\],22.54
regfile.registers\[16\]\[3\],22.54
_03076_,22.5
regfile.registers\[16\]\[22\],22.5
regfile.registers\[20\]\[23\],22.5
_02349_,22.46
regfile.registers\[2\]\[4\],22.455
regfile.registers\[3\]\[0\],22.44
_02415_,22.42
_03459_,22.42
regfile.registers\[23\]\[13\],22.42
regfile.registers\[0\]\[28\],22.4
regfile.registers\[2\]\[28\],22.39
regfile.registers\[6\]\[4\],22.385
regfile.registers\[23\]\[16\],22.38
regfile.registers\[14\]\[9\],22.345
regfile.registers\[31\]\[4\],22.34
regfile.registers\[7\]\[30\],22.34
regfile.registers\[10\]\[3\],22.335
_03748_,22.32
_06211_,22.28
regfile.registers\[22\]\[31\],22.27
_02127_,22.26
regfile.registers\[9\]\[30\],22.24
_05239_,22.22
regfile.registers\[27\]\[20\],22.2
_01494_,22.195
regfile.registers\[4\]\[22\],22.18
_01921_,22.16
_04158_,22.16
_04212_,22.16
_04531_,22.16
_04809_,22.16
regfile.registers\[26\]\[7\],22.15
_05070_,22.14
_05326_,22.14
alu_out_wb\[13\],22.14
regfile.registers\[29\]\[9\],22.12
regfile.registers\[0\]\[5\],22.1
_01576_,22.08
_05672_,22.08
regfile.registers\[16\]\[28\],22.07
regfile.registers\[28\]\[28\],22.06
regfile.registers\[26\]\[29\],22.05
_01834_,22.04
_05219_,22.04
regfile.registers\[23\]\[9\],22.04
net174,22.04
_05300_,22.01
_01901_,22
mem_data_wb\[6\],21.96
regfile.registers\[25\]\[17\],21.96
_02296_,21.92
_04897_,21.92
regfile.registers\[11\]\[10\],21.91
_04838_,21.9
_05883_,21.9
regfile.registers\[11\]\[14\],21.9
_02316_,21.88
_04858_,21.88
regfile.registers\[31\]\[22\],21.86
regfile.registers\[10\]\[29\],21.85
_03282_,21.84
regfile.registers\[27\]\[6\],21.84
regfile.registers\[16\]\[11\],21.8
regfile.registers\[19\]\[20\],21.78
_02137_,21.76
regfile.registers\[1\]\[17\],21.76
regfile.registers\[18\]\[29\],21.745
regfile.registers\[13\]\[13\],21.74
regfile.registers\[25\]\[12\],21.74
regfile.registers\[18\]\[1\],21.735
regfile.registers\[24\]\[29\],21.72
_04833_,21.68
_05210_,21.68
regfile.registers\[22\]\[1\],21.665
_02602_,21.66
_02840_,21.66
regfile.registers\[27\]\[21\],21.66
regfile.registers\[17\]\[12\],21.64
net1268,21.64
regfile.registers\[14\]\[18\],21.63
_01836_,21.62
_04956_,21.62
_06181_,21.62
regfile.registers\[24\]\[0\],21.62
regfile.registers\[14\]\[8\],21.61
regfile.registers\[22\]\[10\],21.585
_04299_,21.58
_01482_,21.54
_01838_,21.54
_04249_,21.54
regfile.registers\[14\]\[10\],21.525
_01521_,21.52
regfile.registers\[29\]\[22\],21.52
regfile.registers\[29\]\[11\],21.5
regfile.registers\[9\]\[0\],21.5
regfile.registers\[0\]\[18\],21.48
regfile.registers\[31\]\[20\],21.48
_02322_,21.42
regfile.registers\[16\]\[19\],21.42
regfile.registers\[16\]\[27\],21.42
regfile.registers\[4\]\[25\],21.42
regfile.registers\[30\]\[16\],21.395
_03286_,21.38
regfile.registers\[8\]\[29\],21.38
_03099_,21.36
_05865_,21.36
_06169_,21.36
regfile.registers\[17\]\[29\],21.35
regfile.registers\[25\]\[1\],21.35
_02416_,21.34
regfile.registers\[16\]\[6\],21.34
_05221_,21.33
regfile.registers\[7\]\[5\],21.33
pc_plus_4_id\[28\],21.32
regfile.registers\[6\]\[27\],21.295
_03737_,21.28
_04223_,21.28
regfile.registers\[15\]\[11\],21.28
regfile.registers\[27\]\[3\],21.26
net1043,21.26
_00177_,21.205
_02046_,21.2
_03761_,21.2
_04262_,21.2
net1251,21.2
regfile.registers\[8\]\[5\],21.18
regfile.registers\[10\]\[4\],21.165
_01826_,21.16
_02077_,21.14
regfile.registers\[15\]\[3\],21.14
regfile.registers\[1\]\[30\],21.14
_03554_,21.13
_05004_,21.12
net223,21.12
regfile.registers\[22\]\[4\],21.105
_05319_,21.1
regfile.registers\[23\]\[4\],21.1
net175,21.1
regfile.registers\[30\]\[23\],21.09
regfile.registers\[30\]\[0\],21.085
_02344_,21.08
regfile.registers\[27\]\[31\],21.08
regfile.registers\[7\]\[19\],21.04
_06061_,21.02
regfile.registers\[19\]\[3\],21.02
regfile.registers\[24\]\[7\],21.02
regfile.registers\[26\]\[20\],21.01
regfile.registers\[30\]\[19\],21.005
regfile.registers\[16\]\[24\],21
_04203_,20.98
regfile.registers\[0\]\[30\],20.98
regfile.registers\[26\]\[28\],20.975
regfile.registers\[31\]\[8\],20.96
regfile.registers\[7\]\[26\],20.96
_02489_,20.94
_02718_,20.92
net454,20.92
_00228_,20.905
_03659_,20.9
regfile.registers\[17\]\[28\],20.9
_00322_,20.885
_03257_,20.86
regfile.registers\[30\]\[10\],20.845
_02131_,20.84
_02720_,20.84
_05179_,20.84
regfile.registers\[24\]\[1\],20.84
regfile.registers\[18\]\[0\],20.835
regfile.registers\[6\]\[25\],20.835
_03226_,20.82
_05354_,20.82
regfile.registers\[11\]\[9\],20.8
regfile.registers\[24\]\[20\],20.8
_03824_,20.78
_04968_,20.78
_05640_,20.78
regfile.registers\[13\]\[3\],20.76
