net,length_um
_03565_,140.3
_04215_,140.1
_04209_,139.96
_04593_,139.5
_01493_,139.49
_03721_,139.435
_02901_,139.38
_02518_,139.36
clknet_leaf_64_clk,139.36
_06756_,139.26
_02775_,139.02
regfile.registers\[28\]\[4\],138.96
_03471_,138.91
_03481_,138.9
_04548_,138.7
_03610_,138.66
_03137_,138.64
_06179_,138.64
regfile.registers\[26\]\[6\],138.595
_03746_,138.54
_06045_,138.5
_03262_,138.29
clknet_3_0_0_clk,138.27
_02579_,138.19
_03677_,138.08
_06345_,138.08
_03005_,137.99
clknet_3_3_0_clk,137.97
_05925_,137.64
_03540_,137.12
_04246_,137.1
_06994_,137.1
clknet_3_2_0_clk,137.08
_06114_,136.96
_01717_,136.84
_02663_,136.64
_04684_,136.62
_02653_,136.6
_02193_,136.48
_02658_,136.26
_03457_,136.24
_03831_,136.22
clknet_leaf_33_clk,136.2
_02123_,136.16
_02589_,136.105
_07018_,136.06
_01640_,136
_01724_,135.92
regfile.registers\[15\]\[25\],135.87
clknet_3_7_0_clk,135.83
_03586_,135.74
pc_plus_4_ex\[11\],135.7
_02914_,135.62
regfile.registers\[16\]\[1\],135.6
_02723_,135.56
_03624_,135.4
_01539_,135.16
ctrl.funct3\[1\],135.11
_04260_,135.08
_06632_,135.04
pc_plus_4_ex\[15\],135.01
_02237_,134.92
_05911_,134.86
_00638_,134.805
_02930_,134.74
_03312_,134.72
_00063_,134.5
_03817_,134.49
_02743_,134.38
_03595_,134.38
_04048_,134.32
regfile.registers\[7\]\[25\],134.27
regfile.registers\[30\]\[30\],134.175
_05315_,134.16
_02584_,133.93
_03617_,133.915
_02526_,133.88
_04188_,133.865
_06332_,133.82
clknet_3_4_0_clk,133.79
_02797_,133.76
_01541_,133.74
_00059_,133.575
_06495_,133.46
_03477_,133.35
_06937_,133.26
_01577_,133.18
_02628_,133.16
_03690_,133.02
_01496_,133
_06139_,132.94
_02553_,132.9
_03394_,132.865
_02737_,132.795
_01664_,132.66
_06442_,132.6
_02695_,132.58
_02949_,132.53
_03474_,132.44
haz_detect.id_rs2\[3\],132.39
_03403_,132.08
_02257_,132.07
_04638_,132.06
_02774_,131.86
_04409_,131.71
_07086_,131.62
_02794_,131.6
_05605_,131.48
_07029_,131.45
_05508_,131.36
_04017_,131.18
_06249_,131.14
_01483_,131.13
_06548_,131
_01637_,130.96
_06036_,130.92
_01502_,130.82
_03616_,130.74
_01520_,130.73
_03602_,130.66
regfile.registers\[26\]\[9\],130.59
_02355_,130.52
_06206_,130.11
_02297_,130.08
_06030_,130.04
pc_plus_4_ex\[18\],129.68
clknet_leaf_46_clk,129.64
_01489_,129.59
_04556_,129.58
rd2_ex\[26\],129.5
_02519_,129.45
_04079_,129.42
_04626_,129.34
clknet_leaf_60_clk,129.2
_00774_,129.145
_03339_,129.02
_06906_,128.98
_06909_,128.905
_06972_,128.86
_01781_,128.7
clknet_leaf_42_clk,128.64
_02953_,128.56
regfile.registers\[4\]\[25\],128.54
_05414_,128.46
regfile.registers\[31\]\[30\],128.38
_02660_,128.29
clknet_leaf_88_clk,128.24
_03738_,128.2
_02981_,128.18
_01702_,128.14
_02647_,128.015
_03912_,128.01
_05627_,127.92
_06566_,127.84
_03726_,127.81
regfile.registers\[27\]\[6\],127.7
_03495_,127.06
_04750_,126.745
_02646_,126.72
_03796_,126.62
clknet_leaf_130_clk,126.56
_03757_,126.5
_03464_,126.49
_01533_,126.46
_02210_,126.22
_06703_,126.195
_06107_,126.1
regfile.registers\[30\]\[27\],126.055
_01689_,125.74
_03186_,125.68
_06068_,125.6
_02787_,125.58
_00894_,125.54
_02804_,125.54
_06648_,125.52
_03530_,125.44
_06936_,125.26
_06967_,125.18
_02288_,125.08
_06503_,125.08
regfile.registers\[20\]\[26\],125.06
_04185_,124.87
_03558_,124.84
_03950_,124.78
pc_plus_4_ex\[4\],124.78
_06754_,124.68
_04766_,124.48
_03734_,124.47
_02307_,124.42
_03561_,124.34
_03157_,124.02
_07088_,124
_02539_,123.95
_00773_,123.685
_00712_,123.66
_01737_,123.66
_05864_,123.48
clknet_leaf_138_clk,123.46
_04431_,123.34
_02662_,123.33
_03458_,123.26
_03396_,123.2
_06043_,123.2
_04095_,123.16
_06486_,123.12
_02536_,123.1
_06997_,123.1
_04702_,123.06
_04685_,122.98
_06008_,122.94
clknet_leaf_163_clk,122.74
_05717_,122.7
clknet_leaf_4_clk,122.58
_05314_,122.57
_02720_,122.41
_02130_,122.36
clknet_leaf_149_clk,122.3
_05680_,122.23
_01481_,122.2
_03042_,122.17
_03998_,122.16
_03454_,122.14
_04535_,122.12
_02426_,122.06
regfile.registers\[14\]\[16\],122
_01527_,121.75
_03786_,121.68
regfile.registers\[12\]\[1\],121.68
_03035_,121.61
regfile.registers\[12\]\[4\],121.48
_02986_,121.42
_07015_,121.31
clknet_leaf_161_clk,121.28
_05456_,121.15
_02585_,121
clknet_leaf_62_clk,120.78
_04749_,120.77
_02028_,120.66
_01711_,120.6
regfile.registers\[24\]\[28\],120.58
_02002_,120.44
_02550_,120.4
_03043_,120.28
_03560_,120.28
_06974_,120.24
clknet_leaf_135_clk,120.24
_03009_,120.16
_03557_,120.1
_02521_,120
_03584_,119.98
_02856_,119.86
_02816_,119.71
_06968_,119.65
_06268_,119.54
rd2_ex\[23\],119.52
_04002_,119.38
_07062_,119.38
_01785_,119.3
regfile.registers\[5\]\[0\],119.3
_03801_,119.16
_03479_,119.02
_07027_,118.94
clknet_leaf_1_clk,118.93
clknet_leaf_12_clk,118.86
_00066_,118.84
_02544_,118.58
_01482_,118.54
clknet_3_6_0_clk,118.38
_07028_,118.36
regfile.registers\[20\]\[25\],118.36
_00039_,118.325
_00635_,118.325
_06302_,118.3
_03472_,118.06
_02554_,117.98
_03805_,117.9
_00765_,117.885
_02845_,117.88
_04509_,117.88
_01957_,117.8
_06605_,117.76
_04885_,117.755
_00709_,117.625
_04368_,117.58
_04669_,117.46
_02170_,117.44
_03038_,117.44
_04240_,117.43
_04663_,117.42
_02562_,117.39
_03552_,117.32
_02639_,117.28
_05312_,117.28
rd2_ex\[25\],117.28
_03714_,117.22
regfile.registers\[15\]\[7\],117.22
_05044_,117.18
_05205_,117.04
_06315_,116.92
_06275_,116.86
_02529_,116.81
_06935_,116.76
_02358_,116.74
clknet_leaf_59_clk,116.7
clknet_leaf_52_clk,116.58
_06032_,116.36
_02371_,116.34
_01695_,116.24
_03774_,116.24
regfile.registers\[24\]\[27\],115.98
haz_detect.wb_rd\[2\],115.92
_06362_,115.88
_03608_,115.86
_06086_,115.78
regfile.registers\[14\]\[12\],115.605
_06482_,115.59
_07016_,115.44
clknet_leaf_43_clk,115.38
_06979_,115.31
_03824_,115.28
_02547_,115.2
_06077_,114.98
_03895_,114.97
_02632_,114.94
_03064_,114.87
regfile.registers\[16\]\[3\],114.84
_03210_,114.82
_06379_,114.76
regfile.registers\[5\]\[4\],114.7
_03623_,114.54
clknet_leaf_103_clk,114.495
_04101_,114.32
_04116_,114.24
haz_detect.id_rs1\[1\],114.18
clknet_leaf_24_clk,114.03
_05533_,113.98
_02708_,113.94
_06666_,113.88
clknet_leaf_11_clk,113.7
_03592_,113.62
_06934_,113.5
regfile.registers\[16\]\[27\],113.36
_05534_,113.26
_01512_,113.24
rd2_ex\[29\],113.22
_07055_,113.21
_03431_,113.12
regfile.registers\[16\]\[4\],113.12
clknet_leaf_61_clk,113.12
_02767_,113.04
_05340_,113.02
regfile.registers\[14\]\[15\],112.95
_03643_,112.94
_05588_,112.9
_01834_,112.88
clknet_leaf_69_clk,112.86
_03615_,112.72
_04674_,112.64
_05288_,112.57
regfile.registers\[27\]\[9\],112.5
_07064_,112.46
clknet_leaf_13_clk,112.395
_00614_,112.28
_01501_,112.26
_04265_,112.26
_03797_,112.22
_03598_,112.18
_02910_,112.1
_03753_,111.98
clknet_leaf_90_clk,111.92
_02629_,111.84
_03711_,111.74
_06361_,111.64
_03599_,111.63
_00037_,111.625
regfile.registers\[27\]\[30\],111.6
_02840_,111.59
_02253_,111.555
_03562_,111.55
_02865_,111.48
_05313_,111.46
_03936_,111.45
_00734_,111.44
_04428_,111.41
_03549_,111.4
_03555_,111.34
_06159_,111.34
regfile.registers\[20\]\[24\],111.28
_03633_,111.26
_04126_,111.24
_05487_,111.16
regfile.registers\[16\]\[2\],111.14
regfile.registers\[12\]\[27\],111.12
regfile.registers\[9\]\[30\],111.12
_02699_,110.92
_05900_,110.92
pc_plus_4_ex\[1\],110.92
_03521_,110.88
_03033_,110.77
_06964_,110.75
_02552_,110.72
_05602_,110.66
_02705_,110.63
_02399_,110.62
_02687_,110.56
_07002_,110.48
_02503_,110.475
_05832_,110.46
rd2_ex\[8\],110.24
_06292_,110.08
_00062_,109.94
_06916_,109.76
clknet_3_5_0_clk,109.71
_03660_,109.7
_01631_,109.64
_02593_,109.55
_03070_,109.52
_02113_,109.44
_04005_,109.425
regfile.registers\[26\]\[16\],109.365
_04331_,109.335
_06307_,109.24
clknet_leaf_65_clk,109.12
_06971_,109.005
_03212_,108.94
regfile.registers\[16\]\[5\],108.94
_02748_,108.87
_06080_,108.86
_06124_,108.76
_07005_,108.715
_02693_,108.6
_03713_,108.56
clknet_leaf_136_clk,108.52
_04491_,108.32
clknet_leaf_63_clk,108.28
clknet_leaf_38_clk,108.26
_01575_,108.16
_03109_,108.16
_04529_,108.14
_01642_,108.1
_02808_,107.9
_02791_,107.62
_04612_,107.6
_02390_,107.52
_04171_,107.34
_02988_,107.04
_04513_,107.04
_05327_,107
_06003_,106.94
_02805_,106.8
_03877_,106.76
_05419_,106.72
_03122_,106.68
_02860_,106.52
_06502_,106.52
_02349_,106.48
_04039_,106.41
regfile.registers\[26\]\[3\],106.075
_02721_,106.06
_02149_,106.04
_04012_,106.005
_04329_,105.98
_02266_,105.86
_02319_,105.86
_04426_,105.74
_02247_,105.72
_02555_,105.66
_01516_,105.64
_05023_,105.615
_02640_,105.58
_05464_,105.56
_02523_,105.54
_00760_,105.525
clknet_leaf_70_clk,105.46
_03702_,105.36
_03556_,105.35
_03249_,105.31
regfile.registers\[15\]\[24\],105.31
_05536_,105.29
regfile.registers\[13\]\[16\],105.22
_03719_,105.2
_02534_,105.06
_04111_,105.02
_04687_,105.02
regfile.registers\[10\]\[15\],104.93
clknet_leaf_131_clk,104.93
_03482_,104.91
_04640_,104.9
_02520_,104.84
_02587_,104.78
_06484_,104.755
_04132_,104.74
_00612_,104.7
_04269_,104.68
_05332_,104.56
ctrl.funct3\[2\],104.55
regfile.registers\[16\]\[25\],104.54
regfile.registers\[20\]\[29\],104.54
clknet_leaf_79_clk,104.48
_01914_,104.44
_03030_,104.42
regfile.registers\[13\]\[18\],104.24
_03554_,104.14
_06746_,104.12
clknet_leaf_29_clk,104.11
_00864_,104.04
_06062_,104.02
clknet_leaf_80_clk,104
clknet_leaf_6_clk,103.92
pc_plus_4_ex\[22\],103.9
_06428_,103.88
_02945_,103.78
_01634_,103.76
_01921_,103.74
_03866_,103.74
_03025_,103.68
_07068_,103.64
_03075_,103.58
_02745_,103.45
_04110_,103.42
_03380_,103.405
net189,103.315
_03635_,103.22
_02697_,103.2
_05746_,103.18
_02571_,103.15
_00767_,103.105
_02889_,103.1
_04903_,103.08
_04592_,102.94
clknet_leaf_126_clk,102.92
_02798_,102.82
regfile.registers\[17\]\[28\],102.72
_06918_,102.71
_03006_,102.68
_04454_,102.6
_04179_,102.52
_03124_,102.5
_04621_,102.46
_00036_,102.305
regfile.registers\[0\]\[31\],102.16
_02694_,102.12
pc_plus_4_ex\[27\],102.1
_03522_,101.96
regfile.registers\[23\]\[17\],101.92
_03680_,101.735
_03839_,101.7
_03192_,101.695
_04162_,101.62
_05331_,101.56
clknet_leaf_8_clk,101.56
_04774_,101.46
_05535_,101.44
regfile.registers\[16\]\[0\],101.4
_03424_,101.34
regfile.registers\[2\]\[13\],101.24
_02530_,101.18
_05519_,101.16
_04501_,101.14
regfile.registers\[25\]\[6\],101.06
_05264_,100.92
regfile.registers\[17\]\[22\],100.92
_02634_,100.88
_00065_,100.84
_02489_,100.74
_01864_,100.7
clknet_leaf_85_clk,100.695
_03743_,100.66
rd2_ex\[3\],100.62
regfile.registers\[0\]\[26\],100.42
_03667_,100.38
_03724_,100.2
_03989_,100.18
clknet_leaf_120_clk,100.08
regfile.registers\[1\]\[13\],100.06
regfile.registers\[23\]\[16\],100
rd2_ex\[21\],99.94
regfile.registers\[5\]\[5\],99.92
_04400_,99.74
clknet_leaf_87_clk,99.66
_06874_,99.64
_03217_,99.63
_03174_,99.5
_00038_,99.385
_03622_,99.38
_07060_,99.34
_05328_,99.33
_05863_,99.32
_03769_,99.26
_06131_,99.14
_02638_,99.13
_05520_,99.06
_06102_,99.02
_00064_,98.96
_01838_,98.86
_03480_,98.76
clknet_leaf_117_clk,98.76
clknet_leaf_37_clk,98.72
_04399_,98.7
clknet_leaf_66_clk,98.68
_02199_,98.62
_04870_,98.56
_02679_,98.54
_03882_,98.45
_05872_,98.44
_01930_,98.4
regfile.registers\[20\]\[28\],98.34
regfile.registers\[12\]\[25\],98.31
_05947_,98.24
_00035_,98.145
_06965_,98.14
_05650_,98.12
_03444_,98.06
_05532_,98
_03484_,97.96
_04273_,97.96
clknet_leaf_34_clk,97.94
_02141_,97.84
_03637_,97.74
_06962_,97.68
_05428_,97.64
regfile.registers\[11\]\[23\],97.54
_05676_,97.44
_06157_,97.32
clknet_leaf_139_clk,97.32
rd2_ex\[17\],97.24
rd2_ex\[30\],97.18
_01686_,97.075
_02719_,97.04
_03050_,97.04
_03443_,96.9
_02880_,96.88
_03506_,96.86
_06151_,96.82
regfile.registers\[18\]\[28\],96.8
regfile.registers\[5\]\[1\],96.74
regfile.registers\[30\]\[13\],96.73
_01784_,96.72
regfile.registers\[15\]\[26\],96.72
_03687_,96.655
_05531_,96.6
_03091_,96.58
_06917_,96.55
_02538_,96.5
_02829_,96.49
_05510_,96.38
clknet_leaf_160_clk,96.27
_05734_,96.12
_02886_,95.98
_02336_,95.9
_03731_,95.86
_03159_,95.72
clknet_leaf_32_clk,95.7
clknet_leaf_165_clk,95.7
regfile.registers\[3\]\[13\],95.68
regfile.registers\[8\]\[4\],95.64
_03529_,95.62
regfile.registers\[12\]\[16\],95.6
rd2_ex\[28\],95.54
_06992_,95.5
_06125_,95.42
regfile.registers\[6\]\[27\],95.36
clknet_leaf_86_clk,95.3
_04268_,95.26
_06982_,95.22
_03591_,95.18
_05881_,95.18
_03332_,95.16
regfile.registers\[20\]\[31\],95.14
_04622_,95.06
_05885_,94.82
regfile.registers\[12\]\[24\],94.76
_03920_,94.7
_04584_,94.57
regfile.registers\[7\]\[8\],94.48
_07026_,94.47
_04252_,94.44
regfile.registers\[1\]\[26\],94.32
regfile.registers\[14\]\[30\],94.315
_03961_,94.28
_04641_,94.255
_03671_,94.215
regfile.registers\[11\]\[2\],94.16
rd2_ex\[10\],94.14
_04375_,94.12
_06750_,94.1
_03028_,94.06
_03048_,94.06
regfile.registers\[14\]\[4\],94.03
_04549_,94.02
_02704_,93.96
_02420_,93.92
_01693_,93.91
_03659_,93.87
_04049_,93.64
_03087_,93.62
_05591_,93.62
_06035_,93.52
haz_detect.ex_rd\[0\],93.475
clknet_leaf_78_clk,93.31
clknet_leaf_89_clk,93.28
ctrl.funct3\[0\],93.18
regfile.registers\[16\]\[28\],93.14
_04152_,93.12
_03449_,93.08
clknet_leaf_151_clk,92.98
_05412_,92.96
regfile.registers\[31\]\[6\],92.94
regfile.registers\[11\]\[15\],92.92
regfile.registers\[12\]\[2\],92.92
_06985_,92.915
_00771_,92.845
_02955_,92.81
_02173_,92.64
_05437_,92.34
_03507_,92.22
_03526_,92.14
_05614_,92.14
_02674_,92.06
_06624_,92.05
clknet_leaf_94_clk,92.04
_03881_,91.98
_04379_,91.9
clknet_leaf_75_clk,91.82
regfile.registers\[15\]\[4\],91.8
regfile.registers\[4\]\[0\],91.7
_03766_,91.64
_06378_,91.62
_02488_,91.56
_03736_,91.56
_03135_,91.48
_01980_,91.42
_06720_,91.42
_05559_,91.34
_04182_,91.18
clknet_leaf_53_clk,91.06
_02685_,91.02
_06155_,91
_04014_,90.98
_02096_,90.96
_04699_,90.82
_03792_,90.77
_03117_,90.68
_05540_,90.68
_03563_,90.66
_04559_,90.54
_03120_,90.5
_06901_,90.43
_03497_,90.42
_03462_,90.35
_02597_,90.28
_03679_,90.28
_03066_,90.19
_06739_,90.02
_04193_,89.92
clknet_leaf_48_clk,89.92
clknet_leaf_99_clk,89.82
clknet_leaf_156_clk,89.815
_04371_,89.805
clknet_leaf_74_clk,89.78
_04258_,89.75
clknet_leaf_22_clk,89.7
_03534_,89.66
_04912_,89.64
_06533_,89.56
_03178_,89.54
_00868_,89.5
_02807_,89.46
_04712_,89.46
_05507_,89.41
_06110_,89.04
_02789_,89
_04681_,88.98
_05924_,88.98
_03857_,88.86
_01584_,88.82
regfile.registers\[25\]\[30\],88.76
_04044_,88.74
_06993_,88.66
_03663_,88.64
regfile.registers\[1\]\[27\],88.58
regfile.registers\[25\]\[9\],88.36
_04216_,88.26
regfile.registers\[11\]\[0\],88.26
clknet_leaf_104_clk,88.26
_01480_,88.25
_02559_,88.23
_06186_,88.22
_07011_,88.19
_02275_,88.16
_04337_,88.03
clknet_leaf_91_clk,88
_02717_,87.96
_06243_,87.9
_06505_,87.9
_02769_,87.78
_03658_,87.75
_02279_,87.74
regfile.registers\[16\]\[24\],87.7
_02839_,87.67
_02104_,87.62
regfile.registers\[13\]\[19\],87.58
_04495_,87.56
regfile.registers\[6\]\[25\],87.485
clknet_leaf_2_clk,87.38
_01992_,87.26
regfile.registers\[8\]\[5\],87.22
_05686_,87.1
_03422_,87.08
_06712_,87.08
_04221_,87.06
_03415_,87.02
clknet_leaf_56_clk,86.96
regfile.registers\[4\]\[4\],86.92
_07061_,86.85
regfile.registers\[12\]\[10\],86.82
_03979_,86.79
_01540_,86.74
_02325_,86.74
regfile.registers\[5\]\[25\],86.67
_06324_,86.66
_04091_,86.64
clknet_leaf_105_clk,86.64
_02711_,86.62
_03798_,86.57
_02642_,86.555
_02683_,86.5
_05351_,86.49
regfile.registers\[7\]\[13\],86.48
clknet_leaf_45_clk,86.48
_03177_,86.46
_06960_,86.34
_06436_,86.32
_05544_,86.22
_04037_,86.155
_05615_,86.12
_03559_,86.06
_03031_,86.03
_03114_,85.95
_00715_,85.945
_03537_,85.85
haz_detect.ex_rd\[3\],85.82
_04473_,85.8
regfile.registers\[18\]\[24\],85.725
clknet_leaf_146_clk,85.72
_04384_,85.69
_06818_,85.58
_02574_,85.54
regfile.registers\[14\]\[14\],85.525
_03568_,85.33
_03958_,85.3
regfile.registers\[1\]\[24\],85.1
clknet_leaf_23_clk,85.1
clknet_leaf_124_clk,85.1
_06221_,85.02
_02982_,84.88
_04081_,84.755
_02020_,84.56
_04242_,84.56
_05210_,84.42
_05768_,84.34
_00772_,84.185
_02668_,84.14
_03297_,84.13
clknet_leaf_21_clk,84.1
pc_plus_4_ex\[8\],84.08
_00759_,84.005
regfile.registers\[16\]\[29\],83.94
regfile.registers\[3\]\[25\],83.88
_06647_,83.86
haz_detect.id_rs1\[4\],83.84
regfile.registers\[11\]\[24\],83.78
regfile.registers\[17\]\[10\],83.76
_02702_,83.7
_03609_,83.68
_04283_,83.62
regfile.registers\[7\]\[24\],83.58
_03848_,83.38
_02707_,83.36
_05937_,83.28
clknet_leaf_145_clk,83.28
regfile.registers\[24\]\[6\],83.24
_05975_,83.2
_03646_,83.16
clknet_leaf_109_clk,83.1
_06284_,83.01
_04714_,83.005
_03968_,82.96
_01618_,82.92
_04956_,82.88
_05959_,82.88
_05541_,82.86
regfile.registers\[15\]\[29\],82.86
_02143_,82.8
_05580_,82.725
_02809_,82.64
clknet_leaf_152_clk,82.52
regfile.registers\[8\]\[27\],82.5
regfile.registers\[26\]\[0\],82.475
rd2_ex\[24\],82.46
brctrl.branch,82.42
_03905_,82.36
_01736_,82.345
regfile.registers\[15\]\[27\],82.2
_05473_,82.16
_01912_,82.12
regfile.registers\[13\]\[15\],82.1
_04826_,82.06
_02686_,82.04
_07032_,81.97
_06977_,81.96
_06341_,81.9
_06305_,81.86
_06227_,81.84
_02834_,81.715
_02556_,81.7
_06923_,81.695
_06169_,81.68
_03531_,81.6
_02673_,81.575
regfile.registers\[30\]\[12\],81.57
regfile.registers\[30\]\[22\],81.54
clknet_leaf_168_clk,81.52
_03348_,81.485
_03673_,81.44
_05661_,81.44
_07010_,81.44
_01691_,81.28
_03853_,81.26
rd2_ex\[20\],81.24
_03095_,81.185
regfile.registers\[11\]\[18\],81.18
_05611_,81.14
_04567_,81.12
_03451_,81.1
_03536_,81.1
_05135_,81.1
_02624_,81.04
regfile.registers\[8\]\[0\],81.04
_03063_,81.02
_04617_,80.94
_03175_,80.85
_02164_,80.84
_02645_,80.72
_04131_,80.62
_03664_,80.56
regfile.registers\[29\]\[20\],80.46
clknet_leaf_95_clk,80.46
clknet_leaf_44_clk,80.4
_03904_,80.39
_04142_,80.32
clknet_leaf_110_clk,80.32
_06914_,80.3
clknet_leaf_84_clk,80.28
pc_plus_4_ex\[23\],80.26
regfile.registers\[0\]\[23\],80.16
_02188_,80.14
_04610_,80.12
clknet_leaf_144_clk,80.02
_02029_,80
haz_detect.ex_rd\[2\],79.9
_03657_,79.78
_07046_,79.76
_02086_,79.7
_02964_,79.69
_03781_,79.66
_06084_,79.62
_06070_,79.6
_05106_,79.54
_04591_,79.5
_05268_,79.44
_04276_,79.42
regfile.registers\[12\]\[7\],79.4
regfile.registers\[15\]\[28\],79.4
clknet_leaf_14_clk,79.4
clknet_leaf_96_clk,79.4
_03180_,79.36
clknet_leaf_127_clk,79.32
_03614_,79.21
_03279_,79.2
_03607_,79.2
_06360_,79.16
regfile.registers\[21\]\[30\],79.12
regfile.registers\[1\]\[28\],79.1
_01900_,79.06
_02700_,79.06
_03023_,79.05
regfile.registers\[14\]\[11\],79
_02133_,78.94
_02561_,78.94
_02387_,78.78
_06616_,78.775
rd1_ex\[2\],78.73
_04181_,78.68
_03884_,78.66
_05538_,78.66
_04345_,78.62
regfile.registers\[14\]\[17\],78.59
_03894_,78.32
regfile.registers\[31\]\[28\],78.32
_03503_,78.25
_02025_,78.18
_05842_,78.18
_00980_,78.005
haz_detect.id_rs2\[1\],77.94
clknet_leaf_129_clk,77.92
clknet_leaf_35_clk,77.9
regfile.registers\[18\]\[9\],77.895
_03509_,77.88
_05463_,77.88
_03498_,77.84
_05751_,77.82
net1357,77.8
_03778_,77.76
clknet_leaf_143_clk,77.76
_02768_,77.74
_04692_,77.735
_02287_,77.72
_03448_,77.7
_04711_,77.64
_07045_,77.62
_02773_,77.56
_06474_,77.53
_01950_,77.46
regfile.registers\[12\]\[23\],77.46
clknet_leaf_72_clk,77.45
clknet_leaf_20_clk,77.44
_03747_,77.36
_05474_,77.36
regfile.registers\[24\]\[9\],77.36
_05350_,77.35
_03156_,77.34
_05642_,77.26
_02985_,77.18
regfile.registers\[4\]\[12\],77.16
clknet_leaf_15_clk,77.14
_02231_,77.04
_02676_,77.04
_01621_,76.98
_06920_,76.915
_07008_,76.88
_03214_,76.87
_04119_,76.82
_02876_,76.8
_07009_,76.8
_02372_,76.74
_06472_,76.74
_01630_,76.68
_04004_,76.68
clknet_leaf_101_clk,76.62
_01861_,76.55
regfile.registers\[14\]\[10\],76.51
_02012_,76.5
_03069_,76.48
_04931_,76.48
_04405_,76.46
_06742_,76.42
_07047_,76.42
_02736_,76.38
regfile.registers\[12\]\[18\],76.36
_03969_,76.34
_03672_,76.32
_05854_,76.3
_04730_,76.275
regfile.registers\[8\]\[24\],76.26
regfile.registers\[4\]\[5\],76.24
clknet_leaf_36_clk,76.22
_04172_,76.2
_05679_,76.18
_02068_,76.14
_06001_,76.1
_03233_,76.08
_03661_,76.08
pc_plus_4_ex\[30\],76.02
rd2_ex\[19\],76.02
clknet_leaf_158_clk,75.895
regfile.registers\[7\]\[18\],75.82
_07022_,75.81
_04011_,75.805
regfile.registers\[0\]\[24\],75.79
_03442_,75.72
clknet_leaf_73_clk,75.72
_04957_,75.62
regfile.registers\[21\]\[6\],75.62
net204,75.56
regfile.registers\[30\]\[20\],75.33
_06078_,75.3
_01596_,75.28
_04225_,75.27
regfile.registers\[10\]\[12\],75.225
_01500_,75.215
_03826_,75.19
_02421_,75.18
_02229_,75.16
_05600_,75.16
_02238_,75.1
regfile.registers\[11\]\[26\],75.08
_06915_,75.07
_05581_,74.98
regfile.registers\[20\]\[0\],74.94
_04256_,74.81
ctrl.funct7\[5\],74.78
clknet_leaf_140_clk,74.68
_05917_,74.66
_06149_,74.64
regfile.registers\[19\]\[10\],74.6
_04075_,74.59
_05348_,74.56
regfile.registers\[31\]\[9\],74.56
_03836_,74.48
_03241_,74.46
_02961_,74.43
_02995_,74.42
_06782_,74.38
_05316_,74.275
clknet_leaf_164_clk,74.26
_02675_,74.18
_03684_,74.18
_04078_,74.18
_04585_,74.16
_02047_,74.14
_03071_,74.08
_03604_,74.06
_03952_,73.93
regfile.registers\[30\]\[17\],73.93
_05587_,73.92
regfile.registers\[18\]\[10\],73.91
regfile.registers\[21\]\[26\],73.88
clknet_leaf_92_clk,73.75
_05598_,73.74
regfile.registers\[20\]\[2\],73.7
regfile.registers\[21\]\[7\],73.58
_03077_,73.54
_03485_,73.5
_02703_,73.48
_03447_,73.48
regfile.registers\[11\]\[11\],73.46
_02532_,73.36
clknet_leaf_100_clk,73.32
_04023_,73.2
_06562_,73.18
pc_plus_4_wb\[23\],73.18
_05553_,73.095
_02356_,73.08
_03706_,72.98
_07076_,72.94
regfile.registers\[21\]\[27\],72.9
_05791_,72.88
regfile.registers\[8\]\[25\],72.88
regfile.registers\[8\]\[23\],72.86
_03208_,72.85
regfile.registers\[17\]\[20\],72.84
_02481_,72.82
regfile.registers\[31\]\[27\],72.82
_03329_,72.81
clknet_leaf_114_clk,72.8
regfile.registers\[7\]\[28\],72.78
clknet_leaf_167_clk,72.775
regfile.registers\[20\]\[4\],72.74
_03649_,72.72
_05944_,72.7
_05243_,72.68
_02058_,72.64
_03829_,72.54
_03524_,72.52
_06353_,72.52
rd2_ex\[22\],72.52
_02560_,72.51
_02575_,72.505
_02956_,72.47
_05398_,72.46
pc_plus_4_ex\[26\],72.46
clknet_leaf_81_clk,72.42
_03640_,72.4
_03149_,72.32
_02551_,72.255
_04103_,72.14
_01878_,72.1
_05601_,72.08
regfile.registers\[30\]\[24\],71.985
regfile.registers\[12\]\[8\],71.98
_06572_,71.89
_07080_,71.86
_05183_,71.84
_07079_,71.84
regfile.registers\[5\]\[12\],71.84
_06521_,71.82
_05610_,71.79
_05317_,71.76
_04659_,71.62
_05599_,71.62
_01951_,71.58
clknet_leaf_50_clk,71.58
clknet_leaf_58_clk,71.52
clknet_leaf_123_clk,71.44
_06205_,71.42
_06921_,71.39
clknet_leaf_57_clk,71.32
_05528_,71.28
_02161_,71.26
regfile.registers\[30\]\[18\],71.255
_06512_,71.2
clknet_leaf_154_clk,71.2
rd2_ex\[27\],71.165
_03328_,71.16
haz_detect.ex_rd\[4\],71.12
_03029_,71.08
_04466_,71.08
_02670_,71.02
_06082_,71
rd2_ex\[16\],71
regfile.registers\[26\]\[1\],70.93
_02051_,70.92
regfile.registers\[4\]\[2\],70.92
_02074_,70.86
_02533_,70.86
_03466_,70.74
regfile.registers\[13\]\[10\],70.74
_03784_,70.7
regfile.registers\[28\]\[24\],70.68
clknet_leaf_169_clk,70.68
_01505_,70.66
regfile.registers\[17\]\[9\],70.66
_03916_,70.6
regfile.registers\[14\]\[25\],70.595
_02388_,70.54
_01517_,70.5
_06612_,70.5
_06133_,70.46
